filepath,filename,component,comp_prefix,comp_type,comp_index,timestamp,batch,is_special,special_note,label,source,augmented,aug_parent,judgment_raw,inspection_raw,split
raw_data/2026022408/20260224085055_D3_1.jpg,20260224085055_D3_1.jpg,D3,D,Diode,1,2026-02-24 08:50:55,2026022408,False,,ok,scan,False,,,,train
raw_data/2026022408/20260224085055_U12_1.jpg,20260224085055_U12_1.jpg,U12,U,IC,1,2026-02-24 08:50:55,2026022408,False,,ok,scan,False,,,,train
raw_data/2026022408/20260224085055_U12_2.jpg,20260224085055_U12_2.jpg,U12,U,IC,2,2026-02-24 08:50:55,2026022408,False,,ok,scan,False,,,,train
raw_data/2026022408/20260224085055_U1_2.jpg,20260224085055_U1_2.jpg,U1,U,IC,2,2026-02-24 08:50:55,2026022408,False,,ok,scan,False,,,,test
raw_data/2026022408/20260224085055_U3_1.jpg,20260224085055_U3_1.jpg,U3,U,IC,1,2026-02-24 08:50:55,2026022408,False,,ok,scan,False,,,,test
raw_data/2026022408/20260224085055_X1_1.jpg,20260224085055_X1_1.jpg,X1,X,Crystal/Connector,1,2026-02-24 08:50:55,2026022408,False,,ok,scan,False,,,,train
raw_data/2026022408/20260224085055_X1_2.jpg,20260224085055_X1_2.jpg,X1,X,Crystal/Connector,2,2026-02-24 08:50:55,2026022408,False,,ok,scan,False,,,,train
raw_data/2026022408/20260224085137_C39_1.jpg,20260224085137_C39_1.jpg,C39,C,Capacitor,1,2026-02-24 08:51:37,2026022408,False,,ok,scan,False,,,,train
raw_data/2026022408/20260224085137_U1_1.jpg,20260224085137_U1_1.jpg,U1,U,IC,1,2026-02-24 08:51:37,2026022408,False,,ok,scan,False,,,,train
raw_data/2026022408/20260224085137_U3_1.jpg,20260224085137_U3_1.jpg,U3,U,IC,1,2026-02-24 08:51:37,2026022408,False,,ok,scan,False,,,,val
raw_data/2026022408/20260224085137_X1_1.jpg,20260224085137_X1_1.jpg,X1,X,Crystal/Connector,1,2026-02-24 08:51:37,2026022408,False,,ok,scan,False,,,,train
raw_data/2026022408/20260224085137_X1_2.jpg,20260224085137_X1_2.jpg,X1,X,Crystal/Connector,2,2026-02-24 08:51:37,2026022408,False,,ok,scan,False,,,,train
raw_data/2026022408/20260224085220_R103_1.jpg,20260224085220_R103_1.jpg,R103,R,Resistor,1,2026-02-24 08:52:20,2026022408,False,,ok,scan,False,,,,train
raw_data/2026022408/20260224085220_U1_1.jpg,20260224085220_U1_1.jpg,U1,U,IC,1,2026-02-24 08:52:20,2026022408,False,,ok,scan,False,,,,test
raw_data/2026022408/20260224085220_U1_2.jpg,20260224085220_U1_2.jpg,U1,U,IC,2,2026-02-24 08:52:20,2026022408,False,,ok,scan,False,,,,train
raw_data/2026022408/20260224085220_U2_1.jpg,20260224085220_U2_1.jpg,U2,U,IC,1,2026-02-24 08:52:20,2026022408,False,,ok,scan,False,,,,train
raw_data/2026022408/20260224085220_U3_1.jpg,20260224085220_U3_1.jpg,U3,U,IC,1,2026-02-24 08:52:20,2026022408,False,,ok,scan,False,,,,train
raw_data/2026022408/20260224085220_X1_1.jpg,20260224085220_X1_1.jpg,X1,X,Crystal/Connector,1,2026-02-24 08:52:20,2026022408,False,,ok,scan,False,,,,test
raw_data/2026022408/20260224085220_X1_2.jpg,20260224085220_X1_2.jpg,X1,X,Crystal/Connector,2,2026-02-24 08:52:20,2026022408,False,,ok,scan,False,,,,train
raw_data/2026022408/20260224085220_Z1_2.jpg,20260224085220_Z1_2.jpg,Z1,Z,Unknown,2,2026-02-24 08:52:20,2026022408,False,,ok,scan,False,,,,train
raw_data/2026022408/20260224085304_D1_2.jpg,20260224085304_D1_2.jpg,D1,D,Diode,2,2026-02-24 08:53:04,2026022408,False,,ok,scan,False,,,,train
raw_data/2026022408/20260224085304_U12_2.jpg,20260224085304_U12_2.jpg,U12,U,IC,2,2026-02-24 08:53:04,2026022408,False,,ok,scan,False,,,,val
raw_data/2026022408/20260224085304_U1_1.jpg,20260224085304_U1_1.jpg,U1,U,IC,1,2026-02-24 08:53:04,2026022408,False,,ok,scan,False,,,,train
raw_data/2026022408/20260224085304_U3_1.jpg,20260224085304_U3_1.jpg,U3,U,IC,1,2026-02-24 08:53:04,2026022408,False,,ok,scan,False,,,,val
raw_data/2026022408/20260224085304_X1_1.jpg,20260224085304_X1_1.jpg,X1,X,Crystal/Connector,1,2026-02-24 08:53:04,2026022408,False,,ok,scan,False,,,,train
raw_data/2026022408/20260224085304_X1_2.jpg,20260224085304_X1_2.jpg,X1,X,Crystal/Connector,2,2026-02-24 08:53:04,2026022408,False,,ok,scan,False,,,,train
raw_data/2026022408/20260224085342_C39_2.jpg,20260224085342_C39_2.jpg,C39,C,Capacitor,2,2026-02-24 08:53:42,2026022408,False,,ok,scan,False,,,,test
raw_data/2026022408/20260224085342_U2_1.jpg,20260224085342_U2_1.jpg,U2,U,IC,1,2026-02-24 08:53:42,2026022408,False,,ok,scan,False,,,,train
raw_data/2026022408/20260224085342_U3_1.jpg,20260224085342_U3_1.jpg,U3,U,IC,1,2026-02-24 08:53:42,2026022408,False,,ok,scan,False,,,,train
raw_data/2026022408/20260224085342_U3_2.jpg,20260224085342_U3_2.jpg,U3,U,IC,2,2026-02-24 08:53:42,2026022408,False,,ok,scan,False,,,,test
raw_data/2026022408/20260224085342_X1_1.jpg,20260224085342_X1_1.jpg,X1,X,Crystal/Connector,1,2026-02-24 08:53:42,2026022408,False,,ok,scan,False,,,,train
